Location,county,IndexYear,Population,Total,Rate,PrsnTotal,PrsnRate,Murder,Manslaughter,Forcible_Sex,Assault,Non_Forcible_Sex,Kidnapping_Abduction,Human_Trafficking,Viol_Of_No_Contact,PrprtyTotal,PrprtyRate,Arson,Bribery,Burglary,Counterfeiting_Forgery,Destruction_of_Property,Extortion_Blackmail,Robbery,Theft,SctyTotal,SctyRate,Drug_Violations,Gambling_Violations,Pornography,Prostitution,Weapon_Law_Violation,Animal_Cruelty
West Richland Police Department,BENTON,2017,14660.0,472,32.2,128,8.731241473,0,0,8,99,1,0,1,19.0,313,21.35061392,0,0,57,5,82,2,1,166.0,31,2.114597544,26,0,0,0,2,3
West Richland Police Department,BENTON,2018,15320.0,447,29.2,133,8.681462141,1,0,5,92,2,2,0,31.0,256,16.71018277,1,0,21,2,83,1,1,147.0,58,3.785900783,44,0,2,0,11,1
West Richland Police Department,BENTON,2019,15340.0,506,33.0,144,9.387222947,0,0,11,106,0,3,0,24.0,296,19.29595828,2,1,24,15,104,2,1,147.0,66,4.302477184,54,0,1,0,9,2
West Richland Police Department,BENTON,2020,15710.0,704,44.8,142,9.038828771,0,0,7,98,1,0,0,36.0,518,32.9726289,1,0,62,1,95,0,0,359.0,44,2.800763845,34,0,4,0,4,2
West Richland Police Department,BENTON,2021,16710.0,495,29.6,163,9.754637941,0,0,14,109,0,1,0,39.0,318,19.03052065,2,0,43,3,108,0,2,160.0,14,0.837821664,11,0,0,0,3,0
COUNTY TOTAL,CHELAN,2012,40800.0,1349,33.1,355,8.7,1,0,10,269,1,3,0,71.0,872,21.4,0,0,179,10,201,0,6,476.0,122,3,104,0,0,0,18,0
COUNTY TOTAL,CHELAN,2013,73600.0,3638,49.4,894,12.1,1,0,46,625,4,1,0,217.0,2408,32.7,9,0,297,75,415,1,14,1597.0,336,4.6,276,0,2,1,57,0
COUNTY TOTAL,CHELAN,2014,74308.0,3233,43.5,800,10.8,0,0,46,557,4,5,0,188.0,2014,27.1,5,1,350,43,244,2,16,1353.0,419,5.6,368,0,2,1,48,0
COUNTY TOTAL,CHELAN,2015,75030.0,3616,48.2,889,11.8,0,0,42,638,3,1,0,205.0,2289,30.5,6,1,372,60,291,1,8,1550.0,438,5.8,389,0,1,0,48,0
COUNTY TOTAL,CHELAN,2016,75986.0,3756,49.4,913,12,0,1,39,645,8,19,1,200.0,2338,30.8,7,0,364,39,267,1,15,1645.0,505,6.6,426,0,4,9,66,0
COUNTY TOTAL,CHELAN,2017,76837.0,3221,41.9,819,10.7,2,0,42,592,11,20,1,151.0,1922,25,8,0,298,75,250,2,20,1269.0,480,6.2,407,0,0,15,54,4
COUNTY TOTAL,CHELAN,2018,77800.0,3373,43.4,942,12.1,0,0,51,686,6,29,0,170.0,1931,24.8,6,0,240,70,254,3,18,1340.0,500,6.4,431,0,5,0,63,1
COUNTY TOTAL,CHELAN,2019,78463.0,3051,38.9,857,10.9,1,0,38,600,4,11,0,203.0,1605,20.5,1,0,175,45,268,2,11,1103.0,589,7.5,537,0,2,1,47,2
COUNTY TOTAL,CHELAN,2020,79665.0,3021,37.9,792,9.9,2,0,34,538,7,18,0,193.0,1823,22.9,4,0,170,40,320,0,9,1280.0,406,5.1,345,0,2,1,57,1
COUNTY TOTAL,CHELAN,2021,81625.0,2916,35.7,787,9.6,2,0,30,539,4,20,0,192.0,1951,23.9,9,0,251,39,398,0,12,1242.0,178,2.2,124,0,2,2,49,1
Chelan County Sheriffs Office,CHELAN,2012,40800.0,1349,33.1,355,8.700980392,1,0,10,269,1,3,0,71.0,872,21.37254902,0,0,179,10,201,0,6,476.0,122,2.990196078,104,0,0,0,18,0
Chelan County Sheriffs Office,CHELAN,2013,41080.0,1181,28.7,405,9.858812074,0,0,10,293,2,0,0,100.0,683,16.62609542,0,0,143,24,131,0,3,382.0,93,2.263875365,80,0,0,0,13,0
Chelan County Sheriffs Office,CHELAN,2014,41230.0,1067,25.9,358,8.682997817,0,0,10,264,1,4,0,79.0,604,14.64952704,0,0,165,15,131,1,1,291.0,105,2.546689304,86,0,0,0,19,0
Chelan County Sheriffs Office,CHELAN,2015,41800.0,1137,27.2,326,7.7990431,0,0,8,244,0,0,0,74.0,705,16.8660287,2,0,188,17,89,0,1,408.0,106,2.5358852,96,0,0,0,10,0
Chelan County Sheriffs Office,CHELAN,2016,42436.0,1282,30.2,332,7.823546046,0,1,5,250,0,6,0,70.0,800,18.85191818,1,0,191,13,60,0,2,533.0,150,3.534734659,124,0,0,0,26,0
Chelan County Sheriffs Office,CHELAN,2017,42766.0,1177,27.5,319,7.459196558,1,0,9,240,3,5,0,61.0,695,16.25122761,1,0,172,26,47,1,4,444.0,163,3.811438994,126,0,0,10,25,2
Chelan County Sheriffs Office,CHELAN,2018,43270.0,1194,27.6,393,9.0825052,0,0,11,300,1,15,0,66.0,614,14.18996996,1,0,134,31,37,0,1,410.0,187,4.321700948,157,0,0,0,30,0
Chelan County Sheriffs Office,CHELAN,2019,43770.0,1059,24.2,381,8.704592186,0,0,9,263,2,8,0,99.0,487,11.12634224,0,0,93,10,48,0,0,336.0,191,4.363719443,166,0,0,1,24,0
Chelan County Sheriffs Office,CHELAN,2020,44520.0,1020,22.9,296,6.648697215,1,0,8,200,3,5,0,79.0,605,13.58939802,1,0,88,16,31,0,3,466.0,119,2.672955975,101,0,0,1,17,0
Chelan County Sheriffs Office,CHELAN,2021,45790.0,672,14.7,218,4.760864818,1,0,4,156,0,7,0,50.0,411,8.975758899,0,0,119,12,9,0,0,271.0,43,0.939069666,25,0,0,1,16,1
Wenatchee Police Department,CHELAN,2013,32520.0,2457,75.6,489,15.03690037,1,0,36,332,2,1,0,117.0,1725,53.04428044,9,0,154,51,284,1,11,1215.0,243,7.472324723,196,0,2,1,44,0
Wenatchee Police Department,CHELAN,2014,33078.0,2166,65.5,442,13.36235564,0,0,36,293,3,1,0,109.0,1410,42.62651914,5,1,185,28,113,1,15,1062.0,314,9.492714191,282,0,2,1,29,0
Wenatchee Police Department,CHELAN,2015,33230.0,2479,74.6,563,16.9425218,0,0,34,394,3,1,0,131.0,1584,47.6677701,4,1,184,43,202,1,7,1142.0,332,9.990972,293,0,1,0,38,0
Wenatchee Police Department,CHELAN,2016,33550.0,2474,73.7,581,17.31743666,0,0,34,395,8,13,1,130.0,1538,45.84202683,6,0,173,26,207,1,13,1112.0,355,10.58122206,302,0,4,9,40,0
Wenatchee Police Department,CHELAN,2017,34071.0,2044,60.0,500,14.67523701,1,0,33,352,8,15,1,90.0,1227,36.01303161,7,0,126,49,203,1,16,825.0,317,9.304100261,281,0,0,5,29,2
Wenatchee Police Department,CHELAN,2018,34530.0,2179,63.1,549,15.89921807,0,0,40,386,5,14,0,104.0,1317,38.14074718,5,0,106,39,217,3,17,930.0,313,9.064581523,274,0,5,0,33,1
Wenatchee Police Department,CHELAN,2019,34693.0,1992,57.4,476,13.72034704,1,0,29,337,2,3,0,104.0,1118,32.225521,1,0,82,35,220,2,11,767.0,398,11.47205488,371,0,2,0,23,2
Wenatchee Police Department,CHELAN,2020,35145.0,2001,56.9,496,14.11296059,1,0,26,338,4,13,0,114.0,1218,34.65642339,3,0,82,24,289,0,6,814.0,287,8.16616873,244,0,2,0,40,1
Wenatchee Police Department,CHELAN,2021,35835.0,2244,62.6,569,15.87833124,1,0,26,383,4,13,0,142.0,1540,42.97474536,9,0,132,27,389,0,12,971.0,135,3.767266639,99,0,2,1,33,0
COUNTY TOTAL,CLALLAM,2012,72000.0,5237,72.7,1241,17.2,5,1,80,915,13,23,0,204.0,3552,49.3,7,1,642,126,788,3,25,1960.0,444,6.2,373,0,4,2,65,0
COUNTY TOTAL,CLALLAM,2013,72350.0,5081,70.2,1245,17.2,1,0,66,870,8,22,0,278.0,3431,47.4,6,0,575,87,721,2,24,2016.0,405,5.6,319,0,8,1,77,0
COUNTY TOTAL,CLALLAM,2014,72500.0,4673,64.5,1195,16.5,3,0,52,880,6,13,0,241.0,3102,42.8,11,0,521,89,602,0,27,1852.0,376,5.2,319,0,4,0,53,0
COUNTY TOTAL,CLALLAM,2015,72652.0,4923,67.8,1227,16.9,0,0,73,886,7,15,0,246.0,3392,46.7,10,0,532,93,669,1,17,2070.0,304,4.2,240,0,9,0,55,0
COUNTY TOTAL,CLALLAM,2016,73410.0,4359,59.4,1206,16.4,3,0,78,881,6,21,0,217.0,2820,38.4,11,0,445,92,564,1,11,1696.0,333,4.5,257,0,14,0,62,0
COUNTY TOTAL,CLALLAM,2017,74240.0,4159,56.0,1097,14.8,3,0,97,782,6,12,0,197.0,2694,36.3,8,0,358,74,582,1,22,1649.0,368,5,310,0,7,1,50,0
COUNTY TOTAL,CLALLAM,2018,75130.0,4288,57.1,1186,15.8,3,0,92,875,5,15,0,196.0,2744,36.5,4,0,399,69,622,2,20,1628.0,358,4.8,291,0,11,0,56,0
COUNTY TOTAL,CLALLAM,2019,76010.0,4107,54.0,1227,16.1,6,0,81,891,8,17,0,224.0,2530,33.3,9,0,325,81,580,1,19,1515.0,350,4.6,278,0,14,5,53,0
COUNTY TOTAL,CLALLAM,2020,76770.0,3698,48.2,1052,13.7,2,1,74,761,4,16,0,194.0,2396,31.2,15,1,270,60,618,0,17,1415.0,250,3.3,198,0,5,1,46,0
COUNTY TOTAL,CLALLAM,2021,77550.0,3291,42.4,1006,13,0,0,64,708,8,4,0,222.0,2137,27.6,20,0,246,64,590,9,25,1183.0,148,1.9,86,0,15,1,46,0
Clallam County Sheriffs Office,CLALLAM,2012,42560.0,1791,42.1,443,10.40883459,4,0,24,324,5,8,0,78.0,1242,29.18233083,2,1,305,28,250,0,11,645.0,106,2.490601504,90,0,0,0,16,0
Clallam County Sheriffs Office,CLALLAM,2013,42830.0,1795,41.9,480,11.20709783,0,0,32,333,2,8,0,105.0,1224,28.57809946,1,0,301,30,245,0,4,643.0,91,2.124678963,70,0,0,1,20,0
Clallam County Sheriffs Office,CLALLAM,2014,42935.0,1573,36.6,429,9.991848143,2,0,15,319,2,4,0,87.0,1054,24.54873646,1,0,268,21,211,0,6,547.0,90,2.096191918,68,0,1,0,21,0
Clallam County Sheriffs Office,CLALLAM,2015,43030.0,1666,38.7,458,10.6437369,0,0,23,334,3,2,0,96.0,1114,25.8889147,4,0,267,30,218,1,4,590.0,94,2.1845224,72,0,3,0,19,0
Clallam County Sheriffs Office,CLALLAM,2016,43485.0,1461,33.6,482,11.08428194,2,0,33,348,4,7,0,88.0,868,19.96090606,6,0,193,24,174,0,3,468.0,111,2.552604346,85,0,3,0,23,0
Clallam County Sheriffs Office,CLALLAM,2017,43995.0,1314,29.9,363,8.250937607,1,0,35,263,1,3,0,60.0,830,18.8657802,4,0,177,22,168,0,3,456.0,121,2.750312536,104,0,2,0,15,0
Clallam County Sheriffs Office,CLALLAM,2018,44685.0,1445,32.3,438,9.801946962,3,0,35,316,3,4,0,77.0,870,19.46962068,2,0,194,20,209,1,7,437.0,137,3.065905785,115,0,4,0,18,0
Clallam County Sheriffs Office,CLALLAM,2019,45060.0,1313,29.1,425,9.43186862,1,0,26,309,2,9,0,78.0,762,16.91078562,2,0,131,26,184,0,4,415.0,126,2.796271638,96,0,5,0,25,0
Clallam County Sheriffs Office,CLALLAM,2020,45520.0,1474,32.4,429,9.424428822,1,0,31,309,3,4,0,81.0,909,19.96924429,5,1,137,23,223,0,7,513.0,136,2.987697715,112,0,2,0,22,0
Clallam County Sheriffs Office,CLALLAM,2021,45885.0,1212,26.4,368,8.020050125,0,0,25,244,7,1,0,91.0,771,16.80287676,4,0,117,28,183,4,7,428.0,73,1.590933856,52,0,3,1,17,0
Forks Police Department,CLALLAM,2012,3545.0,265,74.8,65,18.33568406,1,0,7,46,3,0,0,8.0,167,47.10860367,1,0,35,1,31,0,0,99.0,33,9.308885755,30,0,0,0,3,0
Forks Police Department,CLALLAM,2013,3545.0,229,64.6,67,18.89985896,0,0,3,55,1,0,0,8.0,130,36.67136812,0,0,14,3,28,0,3,82.0,32,9.026798307,25,0,2,0,5,0
Forks Police Department,CLALLAM,2014,3565.0,254,71.2,83,23.28190743,0,0,5,54,2,1,0,21.0,122,34.22159888,2,0,23,4,27,0,2,64.0,49,13.74474053,43,0,0,0,6,0
Forks Police Department,CLALLAM,2015,3565.0,254,71.2,76,21.3183731,0,0,6,57,0,0,0,13.0,144,40.3927069,0,0,22,1,33,0,1,87.0,34,9.5371669,25,0,2,0,7,0
Forks Police Department,CLALLAM,2016,3580.0,180,50.3,50,13.96648045,0,0,0,38,0,1,0,11.0,99,27.65363128,1,0,12,0,15,0,1,70.0,31,8.659217877,26,0,0,0,5,0
Forks Police Department,CLALLAM,2017,3595.0,293,81.5,90,25.03477051,0,0,6,62,1,1,0,20.0,149,41.44645341,2,0,17,1,40,0,1,88.0,54,15.02086231,51,0,0,0,3,0
Forks Police Department,CLALLAM,2018,3615.0,264,73.0,99,27.38589212,0,0,10,73,1,0,0,15.0,113,31.25864454,0,0,12,5,28,0,0,68.0,52,14.38450899,46,0,1,0,5,0
Forks Police Department,CLALLAM,2019,3635.0,236,64.9,92,25.30949106,0,0,2,73,1,0,0,16.0,99,27.2352132,0,0,12,3,23,0,0,61.0,45,12.37964237,41,0,2,0,2,0
Forks Police Department,CLALLAM,2020,3680.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Forks Police Department,CLALLAM,2021,3705.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Port Angeles Police Department,CLALLAM,2012,19100.0,2320,121.5,562,29.42408377,0,1,36,428,4,11,0,82.0,1547,80.9947644,4,0,251,80,404,2,12,794.0,211,11.04712042,169,0,4,2,36,0
Port Angeles Police Department,CLALLAM,2013,19120.0,2210,115.6,562,29.39330544,1,0,27,382,5,13,0,134.0,1485,77.66736402,2,0,198,42,363,1,15,864.0,163,8.525104603,117,0,4,0,42,0
Port Angeles Police Department,CLALLAM,2014,19090.0,2129,111.5,592,31.01100052,1,0,30,444,2,8,0,107.0,1380,72.28915663,7,0,169,49,276,0,17,862.0,157,8.224201152,132,0,2,0,23,0
Port Angeles Police Department,CLALLAM,2015,19140.0,2322,121.3,577,30.1462905,0,0,37,419,4,10,0,107.0,1651,86.2591432,6,0,193,43,355,0,12,1042.0,94,4.9111808,68,0,3,0,23,0
Port Angeles Police Department,CLALLAM,2016,19270.0,2148,111.5,558,28.95692787,0,0,38,413,1,11,0,95.0,1472,76.38816814,4,0,208,49,312,1,5,893.0,118,6.123508044,81,0,9,0,28,0
Port Angeles Police Department,CLALLAM,2017,19370.0,1930,99.6,536,27.6716572,2,0,48,376,3,8,0,99.0,1278,65.97831699,2,0,124,33,284,1,17,817.0,116,5.98864223,83,0,4,1,28,0
Port Angeles Police Department,CLALLAM,2018,19370.0,2012,103.9,532,27.4651523,0,0,38,407,1,5,0,81.0,1368,70.62467734,1,0,164,33,328,1,11,830.0,112,5.782137326,83,0,4,0,25,0
Port Angeles Police Department,CLALLAM,2019,19620.0,1958,99.8,619,31.54943935,4,0,47,444,5,7,0,112.0,1231,62.7420999,5,0,133,27,310,1,15,740.0,108,5.504587156,84,0,3,5,16,0
Port Angeles Police Department,CLALLAM,2020,19710.0,1729,87.7,526,26.68696093,1,1,40,386,1,9,0,88.0,1133,57.48351091,9,0,100,24,314,0,10,676.0,70,3.551496702,49,0,1,1,19,0
Port Angeles Police Department,CLALLAM,2021,20020.0,1569,78.4,514,25.67432567,0,0,33,378,1,2,0,100.0,1010,50.44955045,16,0,95,24,308,3,15,549.0,45,2.247752248,21,0,7,0,17,0
Sequim Police Department,CLALLAM,2012,6795.0,861,126.7,171,25.16556291,0,0,13,117,1,4,0,36.0,596,87.71155261,0,0,51,17,103,1,2,422.0,94,13.83370125,84,0,0,0,10,0
Sequim Police Department,CLALLAM,2013,6855.0,847,123.6,136,19.83953319,0,0,4,100,0,1,0,31.0,592,86.36032093,3,0,62,12,85,1,2,427.0,119,17.35959154,107,0,2,0,10,0
Sequim Police Department,CLALLAM,2014,6910.0,717,103.8,91,13.16931983,0,0,2,63,0,0,0,26.0,546,79.01591896,1,0,61,15,88,0,2,379.0,80,11.57742402,76,0,1,0,3,0
Sequim Police Department,CLALLAM,2015,6917.0,681,98.5,116,16.7702761,0,0,7,76,0,3,0,30.0,483,69.8279601,0,0,50,19,63,0,0,351.0,82,11.8548504,75,0,1,0,6,0
Sequim Police Department,CLALLAM,2016,7075.0,570,80.6,116,16.39575972,1,0,7,82,1,2,0,23.0,381,53.85159011,0,0,32,19,63,0,2,265.0,73,10.3180212,65,0,2,0,6,0
Sequim Police Department,CLALLAM,2017,7280.0,622,85.4,108,14.83516484,0,0,8,81,1,0,0,18.0,437,60.02747253,0,0,40,18,90,0,1,288.0,77,10.57692308,72,0,1,0,4,0
Sequim Police Department,CLALLAM,2018,7460.0,567,76.0,117,15.68364611,0,0,9,79,0,6,0,23.0,393,52.68096515,1,0,29,11,57,0,2,293.0,57,7.64075067,47,0,2,0,8,0
Sequim Police Department,CLALLAM,2019,7695.0,600,78.0,91,11.82586095,1,0,6,65,0,1,0,18.0,438,56.92007797,2,0,49,25,63,0,0,299.0,71,9.22677063,57,0,4,0,10,0
Sequim Police Department,CLALLAM,2020,7860.0,495,63.0,97,12.34096692,0,0,3,66,0,3,0,25.0,354,45.03816794,1,0,33,13,81,0,0,226.0,44,5.597964377,37,0,2,0,5,0
Sequim Police Department,CLALLAM,2021,7940.0,510,64.2,124,15.61712846,0,0,6,86,0,1,0,31.0,356,44.83627204,0,0,34,12,99,2,3,206.0,30,3.778337531,13,0,5,0,12,0
Battle Ground Police Department,CLARK,2012,17920.0,1006,56.1,226,12.61160714,0,0,16,162,1,3,0,44.0,585,32.64508929,2,0,54,3,129,0,4,393.0,195,10.88169643,184,0,1,1,9,0
Battle Ground Police Department,CLARK,2013,18130.0,706,38.9,141,7.77716492,0,0,8,118,0,0,0,15.0,494,27.24765582,2,0,58,1,91,0,1,341.0,71,3.916161059,71,0,0,0,0,0
Battle Ground Police Department,CLARK,2014,18685.0,726,38.9,157,8.402461868,0,1,8,138,1,2,0,7.0,481,25.74257426,5,0,51,2,105,0,3,315.0,88,4.709660155,80,0,0,0,8,0
Battle Ground Police Department,CLARK,2015,19250.0,975,50.6,198,10.2857143,1,0,10,175,0,3,0,9.0,671,34.8571429,5,1,53,7,125,1,3,476.0,106,5.5064935,95,0,0,0,11,0
Battle Ground Police Department,CLARK,2016,19640.0,864,44.0,195,9.928716904,3,1,19,157,0,3,0,12.0,574,29.22606925,1,0,40,12,119,0,1,401.0,95,4.83706721,85,0,0,0,10,0
Battle Ground Police Department,CLARK,2017,20370.0,740,36.3,194,9.523809524,0,0,26,159,0,0,0,9.0,444,21.79675994,4,0,27,5,89,1,4,314.0,102,5.00736377,84,0,0,1,15,2
Battle Ground Police Department,CLARK,2018,20894.0,898,43.0,197,9.42854408,2,0,17,147,0,3,0,28.0,625,29.91289365,3,0,56,5,125,1,4,431.0,76,3.637407868,72,0,0,0,4,0
Battle Ground Police Department,CLARK,2019,21524.0,805,37.4,78,3.623861736,0,0,12,53,0,4,0,9.0,658,30.57052592,0,0,58,11,124,0,6,459.0,69,3.205723843,56,0,0,0,12,1
Battle Ground Police Department,CLARK,2020,22182.0,786,35.4,142,6.401586872,0,0,18,99,0,1,0,24.0,595,26.82355063,2,0,45,7,122,2,3,414.0,49,2.208998287,39,0,0,0,9,1
Battle Ground Police Department,CLARK,2021,22800.0,814,35.7,182,7.98245614,0,0,12,139,0,3,0,28.0,620,27.19298246,2,0,32,7,166,2,3,408.0,12,0.526315789,3,0,0,1,8,0
COUNTY TOTAL,CLARK,2012,431169.0,22287,51.7,5130,11.9,7,0,265,4200,15,38,0,605.0,15708,36.4,100,0,2462,504,2594,3,231,9814.0,1449,3.4,1276,0,14,16,143,0
COUNTY TOTAL,CLARK,2013,435999.0,19582,44.9,4589,10.5,3,1,211,3762,21,24,0,567.0,13902,31.9,78,0,2129,302,2219,5,197,8972.0,1091,2.5,938,0,11,3,139,0
COUNTY TOTAL,CLARK,2014,442720.0,18421,41.6,4588,10.4,7,1,235,3768,10,40,0,527.0,12745,28.8,96,0,1806,172,2227,4,208,8232.0,1088,2.5,943,0,17,3,125,0
COUNTY TOTAL,CLARK,2015,451738.0,20878,46.2,4612,10.2,6,0,294,3662,9,91,0,550.0,15074,33.4,120,1,1878,243,2550,5,189,10088.0,1192,2.6,1010,0,4,7,171,0
COUNTY TOTAL,CLARK,2016,461324.0,20517,44.5,4648,10.1,7,1,330,3594,6,102,0,608.0,14697,31.9,82,0,1739,327,2753,0,196,9600.0,1172,2.5,1006,0,0,6,160,0
COUNTY TOTAL,CLARK,2017,476474.0,19323,40.6,4751,10,12,0,420,3582,10,87,0,640.0,13524,28.4,80,0,1331,277,2756,5,176,8899.0,1048,2.2,867,0,0,4,172,5
COUNTY TOTAL,CLARK,2018,479421.0,19959,41.6,5491,11.5,8,0,391,4219,5,124,1,743.0,13636,28.4,79,1,1350,279,2629,6,212,9080.0,832,1.7,703,0,6,2,119,2
COUNTY TOTAL,CLARK,2019,488410.0,21917,44.9,5730,11.7,8,2,461,4313,7,137,0,802.0,15009,30.7,54,0,1544,364,2945,5,228,9869.0,1178,2.4,929,0,0,5,235,9
COUNTY TOTAL,CLARK,2020,499102.0,26260,52.6,6653,13.3,10,3,421,5246,3,141,3,826.0,18592,37.3,90,3,1798,270,3705,11,221,12494.0,1015,2,753,1,1,5,245,10
COUNTY TOTAL,CLARK,2021,512707.0,31428,61.3,8073,15.7,17,5,526,5974,4,162,7,1378.0,22739,44.4,88,0,2055,308,4773,47,286,15182.0,616,1.2,174,0,60,24,342,16
Camas Police Department,CLARK,2012,20020.0,826,41.3,184,9.190809191,0,0,5,170,3,0,0,6.0,535,26.72327672,7,0,89,19,90,0,1,329.0,107,5.344655345,98,0,3,0,6,0
Camas Police Department,CLARK,2013,20320.0,744,36.6,180,8.858267717,0,0,9,161,1,0,0,9.0,511,25.1476378,6,0,67,6,96,0,2,334.0,53,2.608267717,48,0,0,0,5,0
Camas Police Department,CLARK,2014,20880.0,578,27.7,135,6.465517241,0,0,13,120,0,0,0,2.0,399,19.1091954,3,0,53,9,80,0,3,251.0,44,2.107279693,40,0,0,0,4,0
Camas Police Department,CLARK,2015,21210.0,655,30.9,131,6.1763319,0,0,9,109,0,1,0,12.0,477,22.4893918,4,0,59,2,85,0,1,326.0,47,2.2159359,42,0,0,0,5,0
Camas Police Department,CLARK,2016,22192.0,719,32.4,129,5.812905552,0,0,9,104,0,1,0,15.0,550,24.78370584,2,0,67,6,132,0,2,341.0,40,1.802451334,34,0,0,0,6,0
Camas Police Department,CLARK,2017,23080.0,752,32.6,149,6.455805893,0,0,7,121,0,0,0,21.0,580,25.12998267,4,0,70,2,106,2,3,393.0,23,0.996533795,19,0,0,0,4,0
Camas Police Department,CLARK,2018,23770.0,541,22.8,139,5.847707194,1,0,15,107,0,0,0,16.0,387,16.2810265,1,0,35,4,87,2,2,256.0,15,0.631047539,12,0,0,0,2,1
Camas Police Department,CLARK,2019,24090.0,468,19.4,81,3.362391034,0,0,5,58,0,1,0,17.0,362,15.02698215,0,0,30,4,63,0,2,263.0,25,1.03777501,20,0,0,0,5,0
Camas Police Department,CLARK,2020,25140.0,662,26.3,114,4.534606205,0,0,6,77,0,1,0,30.0,529,21.04216388,3,0,39,3,93,2,1,388.0,19,0.755767701,14,0,0,0,5,0
Camas Police Department,CLARK,2021,26201.0,705,26.9,97,3.702148773,0,0,10,64,0,1,0,22.0,601,22.9380558,2,0,70,5,121,1,1,401.0,7,0.267165375,4,0,0,0,3,0
Clark County Sheriffs Office,CLARK,2012,207494.0,7139,34.4,1545,7.445998439,2,0,89,1265,5,4,0,180.0,5164,24.88746663,31,0,1160,166,737,0,51,3019.0,430,2.07234908,387,0,0,0,43,0
Clark County Sheriffs Office,CLARK,2013,209325.0,6202,29.6,1460,6.974799952,1,0,62,1188,11,7,0,191.0,4399,21.0151678,33,0,914,84,671,3,39,2655.0,343,1.638600263,299,0,3,2,39,0
Clark County Sheriffs Office,CLARK,2014,211760.0,6024,28.4,1549,7.314884775,1,0,69,1281,2,16,0,180.0,4191,19.79127314,39,0,805,64,767,1,47,2468.0,284,1.341140914,247,0,5,0,32,0
Clark County Sheriffs Office,CLARK,2015,216205.0,6630,30.7,1434,6.6325941,3,0,106,1102,3,23,0,197.0,4864,22.497167,39,0,732,65,744,1,40,3243.0,332,1.5355797,273,0,1,1,57,0
Clark County Sheriffs Office,CLARK,2016,220405.0,6141,27.9,1372,6.224904154,4,0,112,1036,4,22,0,194.0,4408,19.99954629,23,0,684,80,700,0,45,2876.0,361,1.637893877,316,0,0,3,42,0
Clark County Sheriffs Office,CLARK,2017,224875.0,4987,22.2,1399,6.221234019,3,0,151,982,7,29,0,227.0,3287,14.61700945,18,0,426,47,569,2,50,2175.0,301,1.338521401,253,0,0,2,45,1
Clark County Sheriffs Office,CLARK,2018,224200.0,3977,17.7,1197,5.338983051,2,0,102,850,3,23,0,217.0,2673,11.92239072,19,1,377,36,449,2,49,1740.0,107,0.477252453,83,0,4,2,17,1
Clark County Sheriffs Office,CLARK,2019,228695.0,5010,21.9,1115,4.875489189,4,0,96,771,1,30,0,213.0,3619,15.82456984,10,0,431,39,620,3,28,2488.0,276,1.206847548,234,0,0,2,34,6
